filename,class,xmin,ymin,width,height,xmax,ymax
"WSLP_all/014391@30.077857002929,-90.5021332075898.jpg",1,299,254,266,118,565,372
"WSLP_all/014392@30.077784728436,-90.5021274868363.jpg",1,124,258,268,119,392,377
"WSLP_all/014393@30.0776762309444,-90.5021030975446.jpg",1,312,261,268,106,580,367
"WSLP_all/014394@30.0776102157396,-90.5020783539569.jpg",1,122,250,273,120,395,370
"WSLP_all/014395@30.0775783740921,-90.5020786195514.jpg",1,174,258,304,114,478,372
"WSLP_all/014396@30.0775081770015,-90.5020665579792.jpg",1,10,260,282,101,292,361
"WSLP_all/014397@30.0774316080503,-90.5020513878032.jpg",1,132,253,281,117,413,370
"WSLP_all/014398@30.0773912222091,-90.5020485629065.jpg",1,200,245,287,124,487,369
"WSLP_all/014399@30.0773421605526,-90.5020173544695.jpg",1,280,260,299,106,579,366
"WSLP_all/014400@30.0771463199835,-90.5019525911131.jpg",1,328,243,308,117,636,360
"WSLP_all/014401@30.0770675667449,-90.5019311157834.jpg",1,156,245,295,135,451,380
"WSLP_all/014402@30.0769909578694,-90.5019096225979.jpg",1,285,255,298,115,583,370
"WSLP_all/014403@30.0769506318762,-90.5019162825381.jpg",1,337,258,285,106,622,364
"WSLP_all/014404@30.0768868018014,-90.5018978445305.jpg",1,151,251,297,123,448,374
"WSLP_all/014405@30.0767995713209,-90.5018796017769.jpg",1,287,245,324,129,611,374
"WSLP_all/014406@30.0767613497916,-90.5018799206602.jpg",1,33,181,307,200,340,381
"WSLP_all/014407@30.0868046634515,-90.5059068169216.jpg",1,205,261,313,151,518,412
"WSLP_all/014408@30.0769350422333,-90.505125599815.jpg",1,15,224,348,196,363,420
"WSLP_all/014409@30.0769446198372,-90.5050875791647.jpg",1,142,235,324,177,466,412
"WSLP_all/014410@30.0768987254673,-90.5050658283133.jpg",1,121,210,360,202,481,412
"WSLP_all/014411@30.0769895918021,-90.5049670586773.jpg",2,308,213,312,185,620,398
"WSLP_all/014412@30.076995739195,-90.5049037724534.jpg",1,117,207,344,207,461,414
"WSLP_all/014413@30.0769203114605,-90.504860134906.jpg",1,126,213,341,194,467,407
"WSLP_all/014414@30.0770468654694,-90.5047168026987.jpg",2,51,229,236,178,287,407
"WSLP_all/014415@30.0770660132518,-90.5046439230451.jpg",1,158,225,334,191,492,416
"WSLP_all/014416@30.0769775171859,-90.5046035560916.jpg",1,168,201,348,203,516,404
"WSLP_all/014417@30.0771076214094,-90.5045044596228.jpg",2,37,179,298,222,335,401
"WSLP_all/014418@30.0771301007797,-90.5044410374548.jpg",1,86,154,436,226,522,380
"WSLP_all/014419@30.0770907910553,-90.5044255556104.jpg",1,100,151,446,207,546,358
"WSLP_all/014420@30.0771553955144,-90.5043048713252.jpg",1,62,190,353,177,415,367
"WSLP_all/014421@30.0771712312375,-90.5042256945044.jpg",1,236,189,364,189,600,378
"WSLP_all/014422@30.0770534720805,-90.5042108654113.jpg",1,65,178,362,191,427,369
"WSLP_all/014423@30.0771997778834,-90.5040863394403.jpg",1,174,270,229,81,403,351
"WSLP_all/014425@30.0771828596096,-90.5039979508678.jpg",1,207,261,234,87,441,348
"WSLP_all/014426@30.0776277500066,-90.5052557994298.jpg",1,143,177,280,203,423,380
"WSLP_all/014427@30.0776363135494,-90.5052051398481.jpg",1,281,202,254,160,535,362
"WSLP_all/014428@30.0775755078893,-90.5051866744785.jpg",1,286,180,254,203,540,383
"WSLP_all/014429@30.07760661243,-90.5054235502115.jpg",1,212,184,256,200,468,384
"WSLP_all/014430@30.0776018795552,-90.5053793246737.jpg",1,294,179,267,188,561,367
"WSLP_all/014431@30.0775351902136,-90.505360908087.jpg",1,287,173,265,209,552,382
"WSLP_all/014432@30.0901682614898,-90.5155962631295.jpg",3,62,168,322,239,384,407
"WSLP_all/014433@30.0905005308007,-90.4959942774832.jpg",4,242,260,191,119,433,379
"WSLP_all/014434@30.0858034386384,-90.4930740728497.jpg",4,57,300,201,85,258,385
"WSLP_all/014435@30.085716377625,-90.4930653208556.jpg",5,265,286,82,82,347,368
"WSLP_all/014438@30.0855525087854,-90.4930255962431.jpg",6,225,281,201,100,426,381
"WSLP_all/014439@30.0855037435065,-90.4930196834052.jpg",6,182,289,235,81,417,370
"WSLP_all/014440@30.0852427272196,-90.4930282085083.jpg",6,237,284,157,95,394,379
"WSLP_all/014446@30.0854244011061,-90.4925871538501.jpg",1,80,229,389,153,469,382
"WSLP_all/014447@30.0854831104789,-90.4925139318715.jpg",1,90,215,390,180,480,395
"WSLP_all/014448@30.0855245755387,-90.4924661515578.jpg",1,92,217,380,169,472,386
"WSLP_all/014449@30.0855522086468,-90.4924311360495.jpg",1,94,224,397,171,491,395
"WSLP_all/014450@30.0855829821385,-90.4923455015194.jpg",1,179,225,396,170,575,395
"WSLP_all/014451@30.0857276289137,-90.4926478362202.jpg",3,71,221,531,185,602,406
"WSLP_all/014452@30.0845268418283,-90.4988491692403.jpg",1,184,167,273,195,457,362
"WSLP_all/014453@30.0836167961696,-90.4969564431892.jpg",1,189,154,434,192,623,346
"WSLP_all/014454@30.0828035357606,-90.4955119352381.jpg",1,161,132,421,225,582,357
"WSLP_all/014455@30.0828478298035,-90.4929029537344.jpg",1,88,249,254,132,342,381
"WSLP_all/014456@30.078987083118,-90.5002614667283.jpg",6,236,277,215,91,451,368
"WSLP_all/014457@30.074792695675,-90.495095541099.jpg",2,108,237,288,135,396,372
"WSLP_all/014458@30.0747695861669,-90.4949945614658.jpg",1,152,223,466,164,618,387
"WSLP_all/014459@30.0747580663808,-90.4949472320224.jpg",2,264,242,357,145,621,387
"WSLP_all/014460@30.0746221202669,-90.4951254309417.jpg",2,54,240,306,146,360,386
"WSLP_all/014461@30.0746080557323,-90.4950370221218.jpg",1,148,225,461,178,609,403
"WSLP_all/014462@30.0745987221879,-90.4949833509952.jpg",2,320,244,309,152,629,396
"WSLP_all/014466@30.0747005549217,-90.4943880964505.jpg",1,28,192,489,205,517,397
"WSLP_all/014467@30.0746288106472,-90.4944139938618.jpg",1,59,194,493,198,552,392
"WSLP_all/014468@30.0746371982236,-90.4943190727488.jpg",2,243,201,378,197,621,398
"WSLP_all/014469@30.0745239191354,-90.4945286983295.jpg",2,24,199,339,177,363,376
"WSLP_all/014470@30.0931837653332,-90.4870699137383.jpg",1,13,188,542,189,555,377
"WSLP_all/014471@30.0629414432675,-90.4347664809469.jpg",1,149,221,340,156,489,377
"WSLP_all/014472@30.0587866034657,-90.432414069649.jpg",1,116,121,455,250,571,371
"WSLP_all/014473@30.0593076212162,-90.4324662622271.jpg",1,67,233,379,157,446,390
"WSLP_all/014474@30.0592681470514,-90.4321346909976.jpg",1,241,182,350,193,591,375
"WSLP_all/014477@30.0828808831951,-90.4931746022811.jpg",1,225,261,237,115,462,376
"WSLP_all/014478@30.0828801976776,-90.4930671019174.jpg",1,165,261,246,115,411,376
"WSLP_all/014479@30.0828764502968,-90.4930228662812.jpg",1,141,255,247,113,388,368
"WSLP_all/014480@30.0826053080327,-90.4930820675226.jpg",1,223,242,250,142,473,384
"WSLP_all/014481@30.0825841558513,-90.4930379787696.jpg",1,180,239,268,139,448,378
"WSLP_all/014482@30.082622128975,-90.4929902295123.jpg",1,239,250,271,131,510,381
"WSLP_all/014483@30.0851740243167,-90.4936042761879.jpg",2,231,132,392,232,623,364
"WSLP_all/014484@30.0851944911681,-90.4935408633434.jpg",2,280,111,342,284,622,395
"WSLP_all/014485@30.0851975601013,-90.4934744350846.jpg",2,256,154,355,227,611,381
"WSLP_all/014486@30.0851693633041,-90.4934209184245.jpg",3,65,112,428,295,493,407
"WSLP_all/014487@30.0852214796275,-90.493404669057.jpg",3,276,99,304,289,580,388
"WSLP_all/014488@30.0851897370858,-90.4933385331799.jpg",3,61,123,404,277,465,400
"WSLP_all/014489@30.0956974882358,-90.4998118418198.jpg",4,125,232,220,121,345,353
"WSLP_all/014490@30.1001275617726,-90.4986173068827.jpg",1,41,160,547,220,588,380
"WSLP_all/014491@30.1009762872562,-90.4986544716614.jpg",1,120,166,487,188,607,354
"WSLP_all/014492@30.1012962001503,-90.4991577972174.jpg",2,73,186,562,206,635,392
"WSLP_all/014493@30.0817844791909,-90.4941608782789.jpg",2,77,201,522,200,599,401
"WSLP_all/014496@30.0816445857058,-90.494181027744.jpg",6,233,276,186,83,419,359
"WSLP_all/014501@30.079235127909,-90.5009328636548.jpg",6,179,253,271,162,450,415
"WSLP_all/014502@30.079313406537,-90.5010618448694.jpg",6,179,228,253,180,432,408
"WSLP_all/014503@30.0793508922505,-90.5010931501273.jpg",6,181,252,257,159,438,411
"WSLP_all/014504@30.0792995320214,-90.5011378446659.jpg",6,193,244,256,153,449,397
"WSLP_all/014505@30.0793491345098,-90.5008149236101.jpg",6,203,241,233,147,436,388
"WSLP_all/014506@30.0794444181813,-90.5009153063303.jpg",6,187,252,259,137,446,389
"WSLP_all/014507@30.0795276644295,-90.5009209346544.jpg",6,166,251,294,137,460,388
"WSLP_all/014508@30.0794906700572,-90.5009718330442.jpg",6,177,241,252,148,429,389
"WSLP_all/014509@30.079656138007,-90.5003728618977.jpg",6,170,242,259,131,429,373
"WSLP_all/014510@30.0797680759467,-90.5003845736561.jpg",6,176,249,265,135,441,384
"WSLP_all/014511@30.0798575005247,-90.5004628724196.jpg",6,193,253,256,139,449,392
"WSLP_all/014512@30.079777221929,-90.5004698670389.jpg",6,165,249,290,157,455,406
"WSLP_all/014513@30.0793332103535,-90.4996578242665.jpg",6,195,249,273,159,468,408
"WSLP_all/014514@30.0791695734135,-90.4996370603914.jpg",6,202,258,264,160,466,418
"WSLP_all/014515@30.0791323074217,-90.4996405339739.jpg",6,209,270,231,149,440,419
"WSLP_all/014516@30.0790634949511,-90.4996474332837.jpg",6,193,255,229,155,422,410
"WSLP_all/014517@30.0791173340287,-90.4999947835976.jpg",6,192,244,256,138,448,382
"WSLP_all/014518@30.0790515492409,-90.5000237901017.jpg",6,185,244,252,145,437,389
"WSLP_all/014519@30.0791492213634,-90.5000451061611.jpg",6,175,235,279,164,454,399
"WSLP_all/014520@30.0793069716906,-90.5000437871077.jpg",6,193,249,259,145,452,394
"WSLP_all/014521@30.0789694306284,-90.5001920542562.jpg",6,199,241,241,169,440,410
"WSLP_all/014522@30.0790094955123,-90.500179072023.jpg",6,176,252,292,150,468,402
"WSLP_all/014523@30.0744917782761,-90.4944214707235.jpg",1,154,214,450,169,604,383
"WSLP_all/014524@30.074491476301,-90.4943740480807.jpg",2,212,211,429,174,641,385
"WSLP_all/014525@30.0743667778355,-90.4945521526476.jpg",6,193,260,258,122,451,382
"WSLP_all/014526@30.0743324823161,-90.4944607517096.jpg",6,223,275,209,108,432,383
"WSLP_all/014527@30.074334434783,-90.4944133101652.jpg",6,207,270,240,117,447,387
"WSLP_all/014528@30.0742929274116,-90.4931900901124.jpg",4,223,244,169,138,392,382
"WSLP_all/014529@30.0742742184816,-90.4930764276243.jpg",1,79,229,405,149,484,378
"WSLP_all/014530@30.0742627172746,-90.4930322611847.jpg",1,136,229,406,152,542,381
"WSLP_all/014531@30.0728723399761,-90.4905873938591.jpg",1,162,255,187,125,349,380
"WSLP_all/014532@30.0728803339413,-90.4904829925164.jpg",1,190,255,184,124,374,379
"WSLP_all/014533@30.0728754508929,-90.490394508214.jpg",1,190,254,182,127,372,381
"WSLP_all/014534@30.0730023057686,-90.4905799716014.jpg",1,140,261,192,124,332,385
"WSLP_all/014535@30.0730015170028,-90.4904566746036.jpg",1,181,263,188,123,369,386
"WSLP_all/014536@30.0729923490519,-90.4903777113341.jpg",1,185,263,186,121,371,384
"WSLP_all/014537@30.0728759565626,-90.4904735446506.jpg",1,184,257,184,120,368,377
"WSLP_all/014538@30.0729974016579,-90.4904883257322.jpg",1,168,263,187,122,355,385
"WSLP_all/014539@30.0731625598844,-90.4905659699256.jpg",2,166,253,191,126,357,379
"WSLP_all/014540@30.0731704797646,-90.4904457607142.jpg",2,190,255,187,123,377,378
"WSLP_all/014541@30.0731270438216,-90.4904303198889.jpg",2,126,251,196,130,322,381
"WSLP_all/014542@30.0731656505414,-90.4903699222515.jpg",2,184,258,189,120,373,378
"WSLP_all/014543@30.0732872163256,-90.4905712390821.jpg",1,137,248,187,122,324,370
"WSLP_all/014544@30.0732919248318,-90.4905206129986.jpg",1,156,246,182,125,338,371
"WSLP_all/014545@30.0732811256728,-90.4904100468755.jpg",1,145,248,184,123,329,371
"WSLP_all/014546@30.0732814971873,-90.4903562958293.jpg",1,149,248,184,123,333,371
"WSLP_all/014547@30.0801512505917,-90.4907250359632.jpg",1,179,222,244,181,423,403
"WSLP_all/014548@30.0835783049964,-90.4893933253942.jpg",1,53,201,494,203,547,404
"WSLP_all/014549@30.0724873217341,-90.503477417733.jpg",1,155,248,266,120,421,368
"WSLP_all/014550@30.0662095129897,-90.5069408594358.jpg",3,0,155,286,307,286,462
"WSLP_all/014551@30.0651914885964,-90.4849175737356.jpg",6,200,270,240,124,440,394
"WSLP_all/014552@30.0532092662977,-90.5326527779166.jpg",1,111,288,362,113,473,401
"WSLP_all/014553@30.0611271020026,-90.5356429454516.jpg",3,290,271,261,90,551,361
"WSLP_all/014554@30.0694493747799,-90.5553547771007.jpg",1,141,180,332,298,473,478
"WSLP_all/014555@30.0731546266172,-90.5505739214499.jpg",2,0,248,394,120,394,368
"WSLP_all/014556@30.0759903907719,-90.5496979831055.jpg",6,193,260,236,121,429,381
"WSLP_all/014557@30.0796574748157,-90.4786793963576.jpg",4,195,212,212,160,407,372
"WSLP_all/014558@30.0935761012361,-90.4707238455406.jpg",4,249,234,108,189,357,423
"WSLP_all/014559@30.0936198042093,-90.4708720948631.jpg",4,268,279,89,152,357,431
"WSLP_all/014560@30.0889149282431,-90.5007002204009.jpg",1,152,188,319,198,471,386
"WSLP_all/014561@30.0964353147468,-90.4815808601554.jpg",1,179,241,255,118,434,359
"WSLP_all/014562@30.0943793328999,-90.4817628754721.jpg",1,106,243,289,138,395,381
"WSLP_all/014563@30.0961837557298,-90.4808999376331.jpg",1,179,238,292,134,471,372
"WSLP_all/014564@30.0921212100215,-90.4796539814692.jpg",1,214,146,402,235,616,381
"WSLP_all/014565@30.092439050088,-90.4787183921146.jpg",1,157,233,327,164,484,397
"WSLP_all/014566@30.091786352875,-90.4779650536589.jpg",1,89,224,465,168,554,392
"WSLP_all/014567@30.0913121327122,-90.4780102333043.jpg",1,240,253,236,123,476,376
"WSLP_all/014568@30.0922027925547,-90.478236594046.jpg",1,73,175,406,218,479,393
"WSLP_all/014569@30.0922448688179,-90.4780464982264.jpg",2,192,202,449,186,641,388
"WSLP_all/014570@30.0922905010409,-90.4777646665479.jpg",2,175,204,434,177,609,381
"WSLP_all/014571@30.0922490180831,-90.4774108501627.jpg",2,193,216,448,170,641,386
"WSLP_all/014572@30.0922345014806,-90.4770852625389.jpg",1,195,223,367,157,562,380
"WSLP_all/014574@30.09090248559,-90.4769133008575.jpg",2,0,242,357,146,357,388
"WSLP_all/014575@30.0904155202544,-90.4769902165237.jpg",1,216,220,349,160,565,380
"WSLP_all/014576@30.0897557424587,-90.4764772901934.jpg",1,242,190,326,202,568,392
"WSLP_all/014577@30.0903464049765,-90.4798620809784.jpg",1,85,246,372,152,457,398
"WSLP_all/014578@30.0671320128739,-90.6271879877861.jpg",1,57,251,330,142,387,393
"WSLP_all/014579@30.067713517979,-90.6270953475458.jpg",1,147,240,296,141,443,381
"WSLP_all/014580@30.0443262541962,-90.4679734591031.jpg",1,139,238,302,129,441,367
"WSLP_all/014581@30.0538300607324,-90.4641419661923.jpg",3,35,199,309,178,344,377
"WSLP_all/014582@30.0737689897387,-90.4831751951141.jpg",1,151,233,245,159,396,392
"WSLP_all/014583@30.0968357114065,-90.4821371815406.jpg",1,279,263,225,105,504,368
"WSLP_all/014584@30.0909676245755,-90.4801255475033.jpg",1,29,180,440,194,469,374
"WSLP_all/014585@30.0890709786283,-90.4771756893121.jpg",1,153,213,445,167,598,380
"WSLP_all/014586@30.0889735901902,-90.4769362032793.jpg",2,101,188,443,183,544,371
"WSLP_all/014587@30.0888336082073,-90.476697082841.jpg",1,117,205,301,171,418,376
"WSLP_all/014588@30.084947002823,-90.467266563377.jpg",1,144,196,329,177,473,373
"WSLP_all/014589@30.0847789513633,-90.4677549746391.jpg",2,240,225,401,165,641,390
"WSLP_all/014590@30.0926510942235,-90.4786596527966.jpg",2,207,214,434,174,641,388
"WSLP_all/014591@30.0548910567352,-90.6339697825375.jpg",1,280,282,99,84,379,366
"WSLP_all/014592@30.0655189100021,-90.6266145618668.jpg",1,164,199,289,159,453,358
"WSLP_all/014593@30.0632649051195,-90.6264313818554.jpg",2,235,255,263,107,498,362
"WSLP_all/014594@30.0665537071867,-90.6227819197172.jpg",6,228,285,210,95,438,380
"WSLP_all/014595@30.0462010073981,-90.6214193013158.jpg",6,222,280,210,106,432,386
"WSLP_all/014596@30.074808555769,-90.7022106716047.jpg",1,179,263,455,144,634,407
"WSLP_all/014597@30.0742624231052,-90.7025916612246.jpg",2,143,237,498,202,641,439
"WSLP_all/014598@30.0629990113952,-90.7006067749473.jpg",1,115,276,432,85,547,361
"WSLP_all/014599@30.0638867982866,-90.6992926405768.jpg",6,221,281,205,87,426,368
"WSLP_all/014600@30.0523787309532,-90.7221407693823.jpg",6,201,263,240,132,441,395
"WSLP_all/014601@30.0542659786029,-90.5512533000981.jpg",1,133,263,368,106,501,369
"WSLP_all/014602@30.0547986716074,-90.5513724013708.jpg",1,195,232,222,161,417,393
"WSLP_all/014603@30.0507784477962,-90.5378625416126.jpg",3,0,197,641,405,641,602
"WSLP_all/014604@30.0756337974167,-90.4713123032175.jpg",6,229,274,186,101,415,375
"WSLP_all/014605@30.0518035561412,-90.5278025138022.jpg",6,215,280,233,92,448,372
"WSLP_all/014606@30.0721844141112,-90.496887980779.jpg",1,128,244,328,181,456,425
"WSLP_all/014607@30.0721668924849,-90.4966446842663.jpg",1,184,247,328,182,512,429
"WSLP_all/014608@30.0704634078261,-90.4969814632248.jpg",2,0,180,523,242,523,422
"WSLP_all/014609@30.0732394968642,-90.4971510276356.jpg",2,260,255,381,118,641,373
"WSLP_all/014610@30.0729153085552,-90.4952757360753.jpg",3,0,54,641,482,641,536
"WSLP_all/014611@30.071861404791,-90.4948356506327.jpg",6,211,272,234,129,445,401
"WSLP_all/014612@30.0705329480653,-90.4916441671086.jpg",6,205,274,251,90,456,364
"WSLP_all/014613@30.0704356219793,-90.4886952555719.jpg",4,166,263,338,201,504,464
"WSLP_all/014614@30.0708051260911,-90.4863746939461.jpg",1,136,278,160,111,296,389
"WSLP_all/014615@30.0807517496104,-90.4932336568287.jpg",1,234,293,114,116,348,409
"WSLP_all/014616@30.0761227111473,-90.5105768577051.jpg",1,199,288,271,84,470,372
"WSLP_all/014617@30.0746995714516,-90.5054698316328.jpg",1,263,268,193,103,456,371
"WSLP_all/014619@30.0749216960578,-90.5011996945111.jpg",1,187,204,267,196,454,400
"WSLP_all/014620@30.0844465848533,-90.4479858213469.jpg",6,208,284,218,116,426,400
"WSLP_all/014621@30.0866116719207,-90.4461894968047.jpg",6,206,274,206,104,412,378
"WSLP_all/014622@30.0852254655113,-90.4460785174939.jpg",6,212,276,191,113,403,389
"WSLP_all/014623@30.0856499331823,-90.4453885737306.jpg",6,209,289,270,103,479,392
"WSLP_all/014625@30.0625110869044,-90.4735122595419.jpg",1,239,270,227,89,466,359
"WSLP_all/014626@30.0613863490652,-90.4962831171885.jpg",2,62,284,353,113,415,397
"WSLP_all/014627@30.0652229136055,-90.4778073309323.jpg",4,224,276,172,110,396,386
"WSLP_all/014628@30.0649906668566,-90.4773003410483.jpg",1,121,257,475,110,596,367
"WSLP_all/014631@30.0644692208838,-90.4758600727517.jpg",6,218,280,225,122,443,402
"WSLP_all/014632@30.0626876639188,-90.561040988392.jpg",6,230,261,165,132,395,393
"WSLP_all/014633@30.0550765590103,-90.5580084429719.jpg",3,0,0,641,538,641,538
"WSLP_all/014634@30.0631055362659,-90.5545633834518.jpg",1,114,252,487,227,601,479
"WSLP_all/014635@30.0640046651757,-90.4834481619579.jpg",3,0,122,641,353,641,475
"WSLP_all/014636@30.0676800706932,-90.4832650707629.jpg",3,0,202,641,251,641,453
"WSLP_all/014637@30.065635619366,-90.5078181649818.jpg",1,276,270,206,161,482,431
"WSLP_all/014638@30.0539490637446,-90.5520049484282.jpg",1,131,269,218,115,349,384
"WSLP_all/014639@30.0587242118433,-90.6217787434277.jpg",1,163,279,350,118,513,397
"WSLP_all/014640@30.0535928182054,-90.6148232414375.jpg",3,0,272,641,369,641,641
"WSLP_all/014641@30.0472656169102,-90.6119798747304.jpg",1,118,249,430,196,548,445
"WSLP_all/014642@30.0448875045862,-90.6111184007294.jpg",2,105,219,536,268,641,487
"WSLP_all/014643@30.0638742411138,-90.5622647148281.jpg",6,210,287,227,109,437,396
"WSLP_all/014644@30.047459929234,-90.6069527862559.jpg",2,0,205,508,436,508,641
"WSLP_all/014645@30.0547598518589,-90.559091984325.jpg",3,0,164,641,477,641,641
"WSLP_all/014646@30.0544460705984,-90.5574570044539.jpg",1,109,296,420,139,529,435
"WSLP_all/014647@30.0604476399759,-90.5516979488353.jpg",1,194,329,142,122,336,451
"WSLP_all/014648@30.0682090920039,-90.482141391973.jpg",1,140,252,494,138,634,390
"WSLP_all/014649@30.06647223803,-90.4812836690699.jpg",2,0,253,348,207,348,460
"WSLP_all/014650@30.0655682521445,-90.4810289998718.jpg",3,0,265,641,184,641,449
"WSLP_all/014651@30.0505667647845,-90.5346590598737.jpg",1,96,296,456,110,552,406
"WSLP_all/014652@30.068746642352,-90.5015674016593.jpg",1,17,305,492,117,509,422
"WSLP_all/014653@30.064263703605,-90.4804869167113.jpg",2,0,179,357,267,357,446
"WSLP_all/014654@30.0593725440451,-90.5079838386657.jpg",4,269,305,107,134,376,439
"WSLP_all/014655@30.0601168939687,-90.506049327556.jpg",4,265,257,219,144,484,401
"WSLP_all/014656@30.0718131442754,-90.4987026938627.jpg",6,216,279,190,104,406,383
"WSLP_all/014657@30.0798644637984,-90.5690338085863.jpg",6,195,272,238,114,433,386
"WSLP_all/014658@30.058740497261,-90.6199546361479.jpg",1,110,72,458,418,568,490
"WSLP_all/014659@30.0626667566278,-90.4819800755239.jpg",1,315,285,175,165,490,450
"WSLP_all/014661@30.0769204130591,-90.5544649141235.jpg",3,25,274,616,215,641,489
"WSLP_all/014662@30.0601530877859,-90.5516212272896.jpg",1,251,276,192,117,443,393
"WSLP_all/014663@30.0619688692416,-90.4748699703947.jpg",1,173,289,417,132,590,421
"WSLP_all/014664@30.0719466240379,-90.4951858720878.jpg",6,197,274,265,92,462,366
"WSLP_all/014667@30.0664083270779,-90.4811640812717.jpg",3,0,249,248,239,248,488
"WSLP_all/014669@30.0548373769267,-90.559584505918.jpg",3,0,0,641,624,641,624
"WSLP_all/014670@30.0620978948187,-90.5600876902447.jpg",6,206,285,300,126,506,411
"WSLP_all/014671@30.0794039264619,-90.5740045701652.jpg",6,226,283,160,85,386,368
"WSLP_all/014672@30.0758659452947,-90.5105220654955.jpg",4,283,289,83,84,366,373
"WSLP_all/014673@30.0886337930949,-90.5030678440724.jpg",2,0,237,451,110,451,347
"WSLP_all/014674@30.0886898904208,-90.5031116464511.jpg",2,0,259,516,88,516,347
"WSLP_all/014676@30.0726657401142,-90.4912878603126.jpg",4,231,258,206,154,437,412
"WSLP_all/014677@30.0732244367626,-90.496632644276.jpg",3,0,254,641,261,641,515
"WSLP_all/014678@30.0731928665102,-90.4964115936675.jpg",2,209,249,432,215,641,464
"WSLP_all/014679@30.0742696806737,-90.5018532831332.jpg",6,226,280,216,118,442,398
"WSLP_all/014680@30.0746309041879,-90.5012874889787.jpg",2,0,238,437,130,437,368
"WSLP_all/014682@30.0839522237584,-90.5030436100414.jpg",2,78,259,308,83,386,342
"WSLP_all/014683@30.0839025195644,-90.5030282142953.jpg",1,124,258,336,85,460,343
"WSLP_all/014684@30.0749363204034,-90.4996503402671.jpg",3,47,116,594,309,641,425
"WSLP_all/014685@30.0752099175572,-90.4996006260438.jpg",6,173,268,229,96,402,364
"WSLP_all/014686@30.0747057694827,-90.4967087349353.jpg",2,133,127,508,296,641,423
"WSLP_all/014687@30.0746844499766,-90.4966425185294.jpg",5,290,291,150,135,440,426
"WSLP_all/014688@30.074666281223,-90.4965225260306.jpg",5,205,281,246,180,451,461
"WSLP_all/014689@30.0732907497523,-90.4916271995589.jpg",5,314,300,92,107,406,407
"WSLP_all/014690@30.0733452491214,-90.4918290844409.jpg",3,0,79,641,358,641,437
"WSLP_all/014691@30.073405942485,-90.493001545359.jpg",3,0,0,641,450,641,450
"WSLP_all/014692@30.0734682704003,-90.4932413049761.jpg",3,0,0,641,448,641,448
"WSLP_all/014693@30.0740384696298,-90.4952473213604.jpg",3,0,95,641,339,641,434
"WSLP_all/014694@30.0740638424681,-90.4954146762486.jpg",3,0,145,641,254,641,399
"WSLP_all/014695@30.077018619136,-90.4941282887742.jpg",1,145,282,277,112,422,394
"WSLP_all/014697@30.0732057413816,-90.5021024439537.jpg",3,0,207,641,240,641,447
"WSLP_all/014698@30.0732865759696,-90.5020701533612.jpg",3,0,209,641,229,641,438
"WSLP_all/014699@30.0656250475522,-90.5078688348634.jpg",1,161,270,209,156,370,426
"WSLP_all/014701@30.0686622548822,-90.4846540769972.jpg",1,200,282,172,85,372,367
"WSLP_all/014702@30.0670442049734,-90.4818446791664.jpg",2,0,152,599,248,599,400
"WSLP_all/014703@30.0686768272927,-90.4803448242646.jpg",3,0,0,598,481,598,481
"WSLP_all/014704@30.0700635218779,-90.4858024332276.jpg",1,126,278,329,108,455,386
"WSLP_all/014705@30.0706918038899,-90.4874189738331.jpg",1,100,271,304,116,404,387
"WSLP_all/014707@30.0791176074938,-90.5737696149418.jpg",6,242,288,163,81,405,369
"WSLP_all/014709@30.0688874752952,-90.4801975922597.jpg",6,243,280,123,127,366,407
"WSLP_all/014710@30.0698043337257,-90.4852703373375.jpg",1,203,239,234,108,437,347
"WSLP_all/014711@30.0712769474567,-90.4863706843437.jpg",3,0,203,641,174,641,377
"WSLP_all/014712@30.071377984761,-90.4865942980194.jpg",6,200,285,231,96,431,381
"WSLP_all/014713@30.0727081501502,-90.485650315677.jpg",6,240,275,217,128,457,403
"WSLP_all/014714@30.0714841329671,-90.4862740760842.jpg",2,0,221,419,152,419,373
"WSLP_all/014716@30.0857791384385,-90.4448119287613.jpg",6,220,273,201,100,421,373
"WSLP_all/014718@30.0753622469879,-90.6256025768534.jpg",1,187,284,170,91,357,375
"WSLP_all/014719@30.0582364935966,-90.620185846335.jpg",2,0,109,610,496,610,605
"WSLP_all/014720@30.074796537463,-90.7037392196302.jpg",1,178,288,262,108,440,396
"WSLP_all/014722@30.0311968037241,-90.4674353755316.jpg",1,140,280,271,92,411,372
"WSLP_all/014723@30.029654424776,-90.4647211418834.jpg",6,199,252,222,138,421,390
"WSLP_all/014724@30.055349558826,-90.5511562887707.jpg",2,106,272,535,181,641,453
"WSLP_all/014726@30.041372453733,-90.4684005000368.jpg",1,7,272,467,143,474,415
"WSLP_all/014727@30.0526760685478,-90.54702689637.jpg",2,0,247,569,199,569,446
"WSLP_all/014728@30.0528726530004,-90.546690280459.jpg",1,222,281,404,259,626,540
"WSLP_all/014729@30.0527376885149,-90.5464321442225.jpg",3,0,266,641,254,641,520
"WSLP_all/014730@30.0524046257641,-90.5447721009106.jpg",1,71,257,463,138,534,395
"WSLP_all/014731@30.0841230670361,-90.4793240877068.jpg",1,184,284,243,83,427,367
"WSLP_all/014732@30.0754224970843,-90.4954981042235.jpg",1,312,287,125,96,437,383
"WSLP_all/014733@30.0732111149181,-90.4965094512013.jpg",3,0,241,641,256,641,497
